	hematokrit	ssn	ast	trombocyty	name	leukocyty	indicator	er-cv	alp	smoker	hemoglobin	weight	relationship	erytrocyty	etytr	hbver	alt
926	7.84433	403-60-1133	45.78619	6.64187	Anna Nguyen	6.36760	1.00000	53.23709	12.90114	no	9.91225	52.99757	married	7.63815	5.67424	6.59632	1.18673
927	8.02579	588-60-0510	45.28228	7.95913	Paul Riggs	5.26618	1.00000	50.90806	22.09204	yes	8.60741	32.73082	separated	9.20515	7.50435	7.39252	3.90174
928	8.78303	024-07-8611	48.36254	8.62742	Thomas Allen	8.12661	0.00000	23.71738	21.80529	N	8.87923	60.73396	widowed	3.96156	7.05218	5.85301	0.40252
929	10.03528	394-20-5592	45.93192	9.97183	John Schwartz	7.74635	0.00000	62.02436	13.54736	Y	9.72625	171.62943	separated	6.17889	6.97855	8.06073	0.62356
930	6.17882	693-02-7635	58.94408	8.82984	Danielle Chavez	7.85157	1.00000	59.48163	9.48363	yes	2.95633	55.47947	separated	5.49667	6.82448	8.17029	0.95870
931	7.00499	439-79-1637	36.43910	7.42499	Kristina Ortiz	7.49267	1.00000	58.52731	85.50504	Y	5.60839	87.71199	married	7.64255	7.52438	6.33395	1.23167
932	5.51014	090-68-4959	64.68923	9.09608	Melinda Vargas	8.24845	0.00000	60.54664	84.04680	Y	6.83261	57.16680	married	5.17032	5.87814	8.04251	0.45197
933	8.81653	403-37-7234	46.02738	9.08120	Gary Hill	7.50301	0.00000	61.98947	35.52206	yes	10.35474	86.69139	divoced	5.88146	8.83395	7.35962	0.77897
934	7.43871	659-28-0528	59.25678	7.69743	Austin Hunt	8.67028	1.00000	39.72728	32.50138	no	8.47641	76.49966	single	8.17261	7.25731	5.72587	1.43512
935	8.39753	045-58-2543	46.33156	8.28449	Brandy Haynes	7.57187	1.00000	61.04016	35.36627	N	8.15362	64.70002	nop	8.67210	7.29919	7.16722	2.56381
936	6.09498	031-73-3257	56.29994	7.70129	Tyler Gonzalez	7.07705	0.00000	48.25624	84.34834	no	5.96364	52.55462	nop	5.69384	5.49597	6.30772	0.71280
937	8.06054	296-47-5615	56.67207	7.63800	Jennifer Duncan	6.19892	0.00000	43.85282	28.49703	Y	8.33696	80.33679	married	6.02513	7.66346	7.03938	0.73368
938	5.76821	192-54-7057	46.57128	7.55111	Shane Case	5.56398	0.00000	60.70439	65.77698	no	7.48208	78.52408	widowed	3.49343	6.99820	6.54595	0.76317
939	5.13572	243-97-8549	67.99091	5.81940	Taylor Watson	9.42546	1.00000	44.18383	81.58162	no	6.66694	44.00922	single	6.12302	8.36250	10.49394	0.70163
940	7.54954	029-33-2971	51.23011	9.08443	James Smith	9.22187	1.00000	60.28111	14.62230	no	8.65614	21.22767	divoced	9.25475	7.80879	8.73504	3.91476
941	8.03726	607-49-4627	53.10190	8.65970	Kathleen White	7.24710	0.00000	55.44232	19.71813	no	9.15264	20.92074	widowed	5.72951	5.50868	8.85519	0.52136
942	8.80044	482-60-6607	64.60674	9.01878	Janice Jarvis	7.01172	1.00000	51.95356	49.06533	no	7.96904	94.14371	married	8.90535	6.06995	7.01651	2.80785
943	5.54345	696-77-4072	28.42833	8.69443	Ryan Bowen	6.47775	1.00000	54.17659	81.41221	no	5.96679	85.74954	widowed	6.61679	5.45400	7.04515	0.75060
944	7.88603	300-23-0804	52.12822	7.22316	Jeffrey Hernandez	7.52148	0.00000	34.88133	41.68424	no	7.94399	115.61179	married	4.98821	6.84473	6.41028	0.33693
945	6.28118	717-75-0580	41.15535	8.00421	Kayla Marquez	7.14465	0.00000	17.70234	96.68618	no	6.53547	48.07154	married	4.11067	6.79651	7.93027	0.62303
946	7.22507	545-51-4865	51.27616	6.68712	Trevor Leonard	8.05555	1.00000	29.66985	42.94969	no	8.00363	112.18765	divoced	7.77106	6.79979	7.65250	1.23475
947	7.12304	329-75-4127	35.82479	10.23334	Benjamin Warren	8.33944	0.00000	37.50995	56.42966	no	4.79432	103.32416	single	5.23497	8.90786	6.79082	0.60821
948	7.34019	516-10-6930	54.00743	10.16580	William Owens	5.58994	1.00000	43.61686	64.92452	Y	7.43421	51.77222	nop	8.09919	6.55579	5.85067	1.58518
949	6.36816	472-90-5462	61.79206	7.10482	Justin Warren	9.44420	1.00000	46.53051	90.33677	no	6.62267	15.49830	divoced	3.83320	7.57907	8.06092	0.46344
950	9.67866	867-46-3044	61.80446	8.98302	Mr. Guy Hines MD	6.27400	1.00000	93.51971	12.75351	no	9.16909	97.37357	married	7.85968	5.90856	8.10551	1.60360
951	8.55686	209-99-2637	51.24482	10.16355	Natalie Ingram	7.96043	1.00000	48.12735	48.70026	N	7.98863	113.64780	separated	10.10267	6.26120	6.97631	8.65019
952	7.01401	133-68-0371	52.73577	6.40781	Emily Curtis	8.32961	0.00000	36.86394	63.08128	N	5.01760	39.64066	nop	6.71244	7.89277	9.05557	0.78098
953	7.60970	238-13-8856	33.00819	8.55275	William Anderson	8.57016	1.00000	45.78136	18.85445	no	8.61941	21.59886	married	8.93945	5.02277	6.94087	2.99158
954	5.42628	596-97-3569	50.03851	10.14357	Tonya Cooke	9.47369	1.00000	72.07078	78.68989	yes	6.69382	-5.07348	divoced	8.40725	6.90906	8.71841	2.02926
955	6.94285	813-80-3884	57.17365	6.65163	Carly Carter	5.61474	1.00000	51.98837	58.55914	no	4.93701	53.18433	married	5.68069	6.48116	6.95235	0.40684
956	3.50158	175-48-2105	54.09645	6.71162	Natalie Barnes	6.13537	1.00000	61.00580	66.92883	Y	5.43996	57.29611	widowed	4.60516	7.67406	9.67378	0.68870
957	6.26528	065-42-2812	42.63001	8.38684	Benjamin Jackson	5.94307	0.00000	22.72948	81.35484	no	5.83891	38.96934	widowed	5.46492	7.04808	7.11816	0.75070
958	7.81627	814-50-9926	27.63107	8.44562	Andrea Hoffman	7.89037	0.00000	62.34626	50.16923	no	7.80908	65.33243	married		8.78117	9.48827	0.75684
959	4.69314	151-64-4878	72.25982	9.34890	Mr. Joseph Harrison	6.88363	0.00000	55.01882	80.68755	Y	6.74755	92.50866	nop	7.00353	7.82824	6.21747	0.71287
960	8.17929	442-59-1294	56.45184	9.11092	Spencer Foster	8.00381	1.00000	42.58297	42.33917	yes	8.10255	44.79974	nop	7.97283	6.18034	5.50400	1.30966
961	6.56310	350-45-6380	39.30262	7.32696	Bethany Higgins	5.48128	0.00000	55.29340	29.38132	no	4.32951	97.72316	married	7.82061	7.19536	4.81427	1.07567
962	6.15193	460-14-8812	48.00351	7.46809	Molly Downs	8.61887	1.00000	70.68624	71.28336	no	5.51185	97.35262	widowed	6.31658	6.28254	7.33585	0.62813
963	5.48614	660-28-7622	71.46081	6.29211	Kristen Chen	6.83296	1.00000	53.13076	86.74743	no	6.23716	55.23165	separated	5.79965	7.33543	5.94880	0.83096
964	5.55922	578-42-0057	40.59401	5.98054	Sheila King	8.17930	1.00000	53.66315	55.14013	no	4.90429	26.40805	widowed	4.66959	5.79538	7.69146	0.56515
965	6.07039	275-39-9588	47.55063	9.05772	Kristin Silva	8.75717	0.00000	57.31427	41.60092	Y	4.74740	29.37127	single	7.70214	7.95542	8.13325	0.95073
966	7.65669	690-14-3138	18.50037	8.86847	Jay Bradshaw MD	7.16255	0.00000	58.52307	19.79146	no	8.82252	96.44605	married	5.89175	8.84925	8.57896	0.90174
967	6.07780	462-11-7498	59.17539	9.15462	Melissa Moore	5.81957	0.00000	52.38172	44.64402	yes	4.66206	89.80585	widowed	7.88145	6.60820	6.86819	1.27568
968	8.86182	571-07-4463	63.08668	8.27617	Shirley Singleton	6.24213	0.00000	29.72262	13.75270	no	8.94932	25.37500	married	5.78659	6.47092	7.37193	0.54630
969	8.01131	476-11-8441	38.37044	7.41557	Zachary Mcdowell	6.44640	0.00000	60.09526	49.50422	N	7.81894	77.08125	nop	3.53574	6.32166	6.61127	0.52445
970	6.27852	523-37-3613	37.10671	8.12015	Keith Whitaker	8.40775	1.00000	24.59298	32.79463	no	4.36314	120.32365	married	5.68942	10.35559	6.37135	0.76672
971	7.81619	014-93-5959	51.32365	8.44633	Sandra Fuentes	7.05902	0.00000	56.12389	22.72622	no	8.88854	85.06999	married	5.89296	6.38443	8.56808	0.83927
972	6.88142	400-78-6136	26.99653	8.03115	Kristen Villanueva	7.49232	1.00000	48.42384	38.51774	Y	8.19711	42.25040	widowed	8.48352	6.82671	8.77351	2.04224
973	6.06460	899-29-9152	79.01386	5.63417	David Montgomery	6.82664	1.00000	62.97073	80.38720	no	6.83650	100.13919	divoced	6.89650	9.80555	6.90853	0.64947
974	5.95127	410-13-2703	73.71693	9.23637	Emily Savage	6.63399	1.00000	39.86401	61.50578	Y	7.71439	26.08493	single	9.40802	5.87534	7.08907	4.55151
975	8.23267	219-55-0300	32.99128	6.37236	Ricky Kim	6.59342	0.00000	42.44770	23.49624	no	8.72693	59.34563	separated	4.89535	8.00982	7.86053	
976	7.19958	726-45-7210	39.71149	8.73956	Kayla Bowen	6.97702	0.00000	18.38524	49.71757	yes	7.89986	104.31624	separated	6.41309	8.67436	6.44771	0.65789
977	7.72023	032-82-7527	40.48073	5.38268	Toni Grant	6.90310	1.00000	50.42525	71.83591	no	7.09632	73.84975	widowed	6.89931	7.26282	9.30278	0.77946
978	7.48801	805-50-9317	48.17111	11.04786	Timothy Malone	6.26320	1.00000	65.94133	67.61297	Y	7.20837	114.16576	widowed	8.94494	6.13199	6.08892	3.12157
979	6.45080	122-01-6337	25.98063	8.99111	Norman Rogers	7.19819	0.00000	47.27752	82.37066	no	6.49794	32.37922	divoced	5.92270	6.23451	5.27708	0.82069
980	8.62601	195-38-0642	32.04401	6.48792	Lorraine Davis	7.07832	0.00000	56.08832	8.55953	yes	9.07333	82.26630	divoced	6.35783	6.51944	5.99496	0.66161
981	5.59602	350-54-6548	36.96575	9.33076	Robert Marquez	7.55347	0.00000	62.14127	87.83062	N	6.52120	64.03858	separated	5.45941	8.52319	6.45408	0.59677
982	4.97806	059-13-3174	4.02680	7.12422	Michael Floyd	7.19618	0.00000	64.84754	61.11401	Y	7.38357	72.06328	separated	5.50278	6.81145	5.25261	0.71244
983	6.96156	219-71-1162	64.13441	8.31127	Morgan Wright	6.64784	0.00000	51.93400	28.03393	yes	4.18651	127.52643	single	6.99643	5.97347	7.47920	0.84377
984	5.04874	715-14-7045	61.61319	6.79173	Amanda Vang	6.59501	1.00000	43.93971	82.70553	no	5.79397	118.40199	single	5.90516	7.50014	7.11084	0.60399
985	6.19901	616-36-0080	28.07207	10.27908	Jonathan Murphy	6.08940	1.00000	45.51043	33.80145	no	8.14270	73.99828	widowed		6.90772	5.38041	4.13558
986	9.04380	705-97-8302	45.08158	7.07567	Michael Castillo	5.79446	1.00000	76.63919	32.66215	no	8.26840	68.00208	divoced	5.84528	6.83609	7.25833	0.25183
987	7.03599	368-14-0394	31.28455	4.55386	Lisa Armstrong	8.31410	1.00000	39.29737	75.30349	no	7.07614	13.56963	divoced	6.32448	7.42009	7.93589	0.62739
988	8.97089	770-46-3224	20.37440	6.90298	Jeanette Hicks	5.73644	1.00000	52.16439	14.28835	Y	9.20636	75.26979	married	6.24527	6.39428	7.97371	0.81273
989	8.96276	212-04-1080	58.13845	8.62571	Stephen Simmons	6.43074	1.00000	59.35611	58.62447	no	7.59224	104.23405	separated	10.00775	6.51489	8.22283	7.98317
990	3.79413	529-57-9373	56.07744	5.73160	Jeffrey Knapp	7.07092	1.00000	39.34654	78.70086	no	5.48108	80.69428	divoced	4.07777	8.77860	5.53387	0.46307
991	7.79259	386-77-4044	48.09562	8.99585	Stephanie Frost	8.22425	1.00000	56.20267	34.44543	yes	8.31804	63.96396	single	8.36321	6.11925	6.31350	2.24293
992	9.15225	161-57-1157	40.52024	8.22065	Dana Lee	5.54353	0.00000	33.98478	36.86418	no	8.12786	28.84667	married	6.16475	6.25610	6.29050	0.64184
993	7.93137	578-30-7706	58.55840	6.75089	Jordan Kirk	7.28127	0.00000	54.96212	17.15390	no	3.83538	95.22233	divoced	5.60818	6.75530	7.42090	0.68340
994	5.83024	670-09-2065	52.89478	7.77173	Meagan Wagner	8.17743	0.00000	60.54805	87.10387	yes	6.15576	57.39923	widowed	5.71077	9.00675	5.81829	0.62986
995	6.98253	337-54-1348	70.91273	5.81096	Jessica Rivera	7.10801	1.00000	49.59453	80.56885	yes	6.64103	68.35383	widowed	6.53468	7.36380	6.56829	0.97640
996	4.56507	353-91-0093	69.81617	10.52732	Clinton Nelson	8.17413	0.00000	52.70696	42.82699	no	8.08626	92.16420	married	4.81583	7.31454	7.84790	0.31887
997	8.06041	592-14-2350	60.21622	7.33744	Charles Haynes	6.92109	0.00000	50.54340	41.43811	Y	8.25299	70.03993	widowed	4.10555	5.89780	6.05198	0.37487
998	8.27305	123-96-9952	23.15257	9.53188	Thomas Hernandez	6.04184	1.00000	9.97070	60.68226	no	7.60217	54.88085	divoced	8.43626	6.08303	5.96893	2.18411
999	9.03077	100-39-3941	61.21417	7.48110	Jeffrey Greene	6.46970	1.00000	44.67735	49.99372	no	7.88788	38.29561	divoced	5.58416	7.00714	6.33300	0.54440
1000	7.81705	890-93-9391	43.34650	9.24040	Michael Kim	7.70468	0.00000	79.09955	61.30581	no	7.52167	56.65748	separated	8.00286	7.84326	7.52722	1.71065
1001	6.83263	370-62-2522	56.85384	5.55664	Angela Brown	6.95480	1.00000	65.10125	58.12706	no	4.94467	134.32087	married	5.39099	5.96723	7.27523	0.62230
1002	7.64986	427-09-3084	29.81381	8.69088	Matthew Wright	9.31083	0.00000	45.03850	61.95548	Y	7.39539	129.96296	single	7.13311	7.55821	7.27743	1.13467
1003	8.90516	049-56-3191	58.94643	6.84502	Zachary Young	8.73656	1.00000	70.44999	44.10369	Y	7.97191	118.66164	single	9.83614	6.62063	5.89005	6.83492
1004	8.96449	110-64-5827	42.79649	8.47673	Jennifer Pratt	7.37094	1.00000	46.83910	29.11901	no	8.38746	74.47418	married	8.47120	7.04686	6.93965	2.12543
1005	8.60418	635-06-3467	71.88560	4.39919	Thomas Alexander	5.37146	1.00000	52.64177	86.06835	yes	6.62927	74.71517	single	6.61790	7.17977	6.07471	0.58705
1006	6.00325	325-59-8606	44.69264	5.78527	Gregory Stewart	5.55408	1.00000	35.80240	85.82657	no	6.61159	44.02979	divoced	7.19284	7.41783	6.77140	1.15359
1007	5.77314	221-93-1439	47.13195	9.70949	Jane Moreno	7.42070	1.00000	56.64088	64.70137	Y	7.32865	81.90560	separated	9.29929	6.47715	7.47217	4.27297
1008	7.01591	817-25-9694	69.53990	8.45954	Tammy Mcdonald	6.91065	1.00000	71.19820	37.06124	no	8.24041	71.70771	married	6.42309	7.75560	7.29920	0.62082
1009	7.91903	212-04-1080	59.48530	7.83636	Stephen Simmons	7.67872	0.00000	45.60566	70.57318	yes	7.28588	58.34345	married	6.34507	5.71075	7.87471	0.63733
1010	8.45214	460-36-4080	44.84333	7.10003	Summer Houston	7.63659	1.00000	40.53323	8.37172	yes	9.19922	68.05985	divoced	9.25767	7.27508	7.46896	3.84741
1011	9.49521	796-02-0500	24.93830	8.12875	Keith Jarvis	7.98356	1.00000	54.73080	40.51392	yes	8.16642	30.15150	married	9.52664	6.97085	6.56285	4.98060
1012	4.28233	737-06-6833	47.26073	6.64088	Clinton Krueger	8.32701	1.00000	43.27047	80.40659	no	5.59667	25.16376	married	4.89317	6.40324	8.74928	0.59510
1013	8.33855	479-99-6323	58.97095	8.86304	Ryan Olson	7.76181	1.00000	35.32454	31.84509	yes	8.51825	50.55980	widowed	11.45284	6.51861	6.83716	31.71151
1014	7.47291	893-40-1227	58.28996	6.66268	Briana Maldonado	7.26927	1.00000	69.96910	18.10587	yes	8.79179	39.41413	nop	6.48220	7.24846	9.06310	1.18839
1015	8.92857	179-39-9773	49.92687	6.79196	Edward Henry	4.76986	1.00000	45.72046	16.26793	no	8.84166	8.72191	single	8.59596	7.04411	6.54204	2.71893
1016	8.95814	098-52-1283	47.53513	8.24816	Mr. Joseph Jordan DDS	8.46514	0.00000	38.48912	19.00722	no	8.58799	109.43435	widowed	5.27181	8.35289	5.95400	0.85047
1017	6.24956	504-96-1249	35.71725	5.90564	Donald Goodman	8.88211	1.00000	57.24353	80.14515	no	5.73483	95.49634	married	5.95772	5.37972	7.31579	0.51310
1018	6.78824	268-71-2780	59.92783	10.05270	Dr. Matthew Thomas DVM	7.51382	1.00000	87.28428	63.29808	no	7.60493	87.66089	nop	7.64701	8.46586	6.14287	1.30244
1019	7.17381	004-89-0608	47.91290	6.04053	Jodi Webster	6.87235	1.00000	62.73659	81.41870	Y	6.72674	123.34191	single	7.44230	6.18589	7.83305	1.13380
1020	5.01375	088-65-1788	64.61797	10.68792	Kendra Smith	7.22966	0.00000	65.64106	60.08114	yes	7.62793	41.76754	single	4.62435	6.03965	7.46980	0.85330
1021	5.84866	031-37-0119	76.09496	9.12310	David Williams	5.88720	0.00000	61.70425	84.63102	no	6.17520	2.31958	single	5.49988	6.98670	8.17730	0.67141
1022	7.70814	521-13-4484	46.40582	9.69053	Timothy Carter	6.18589	1.00000	51.93848	38.64288	yes	8.11546	105.44180	single	8.92983	5.91898	6.09502	3.23601
1023	6.94493	623-78-4546	36.43580	6.12317	Brittany Ellis	6.09706	1.00000	48.91735	51.91181	no	4.91332	68.80048	married	5.66705	6.58507	7.98596	1.01245
1024	8.16149	082-13-4726	39.14355	8.57960	Brian Bender	6.66340	0.00000	36.23020	24.75469	yes	8.71525	130.11704	single	7.12436	8.25483	7.82716	1.08281
1025	8.77604	788-28-1019	33.67427	8.75224	Shawn Rogers	6.82575	1.00000	60.49566	14.88690	no	8.84557	67.27318	single	8.94895	6.87550	8.14819	2.90565
1026	4.80774	091-35-6875	58.54350	8.69539	Diane Anderson	9.29652	0.00000	84.46952	44.96023	no	8.07380	112.97453	divoced	4.33577	8.68358	5.96280	0.43299
1027	8.38391	599-23-5263	48.78115	6.55276	Jessica Casey	5.55343	1.00000	78.72831	28.29187	yes	8.60055	53.58956	divoced		7.10714	5.78671	2.27121
1028	7.19388	531-90-6405	54.44285	10.26107	Tiffany Murphy	6.90502	1.00000	45.68477	11.86963	no	9.38279	123.43187	single	9.51670	7.73911	7.80949	4.99153
1029	6.37640	678-50-8168	53.77811	6.96279	Amanda Burgess	7.06383	0.00000	37.04286	85.16408	no	6.54251	5.01557	nop	4.02965	6.71098	7.86800	0.63358
1030	6.36810	108-91-9465	59.30443	7.35907	Robert Jones	7.79991	0.00000	57.55383	87.11148	no	6.30280	99.80033	single	6.38590	5.64788	7.82191	0.96783
1031	7.36880	423-41-2263	46.47631	4.44682	Rachel Williams	6.84312	1.00000	54.74860	60.34770	no	7.43528	53.22238	married	6.70881	6.15402	6.37072	0.57404
1032	5.75672	815-02-4206	50.88422	5.65581	Sonya Dyer	7.96972	1.00000	48.39091	82.78261	no	5.64922	44.25553	married	5.81236	6.33400	8.17353	0.75011
1033	8.33789	093-62-2165	64.82294	7.29263	Benjamin Sanders	6.83549	1.00000	54.75106	16.16849	no	8.89446	47.99418	single	8.89453	8.98267	8.27719	2.64945
1034	7.97963	368-24-4355	38.11877	8.24441	Joseph Perry	6.89522	0.00000	73.29580	70.50439	no	7.27343	84.45473	separated	5.47999	7.80663	7.18608	0.57648
1035	4.79818	495-06-4637	58.67143	5.96570	Andrew Weeks	7.62261	1.00000	48.61707	79.25463	no	6.12531	67.59383	single	5.44282	7.35814	6.44193	0.94127
1036	6.95539	793-39-5991	77.83999	8.83510	Mr. Chad Cook	5.99732	1.00000	44.63693	52.01574	no	7.78294	90.80334	married	7.53970	7.82076	6.62915	1.20641
1037	8.09645	674-65-3563	57.07972	8.04853	Adam Hill	6.28440	0.00000	80.27328	64.08400	Y	7.38958	101.55663	separated	5.50133	7.83723	6.81522	0.69508
1038	8.47414	806-61-4139	46.83973	7.78205	Larry Carlson	8.08258	1.00000	40.77809	55.28504	yes	4.71283	80.33138	single	7.41809	7.22819	7.48488	1.54449
1039	7.61848	811-01-4713	50.98488	7.34970	Tammie Stout	6.20306	1.00000	28.90154	19.40808	yes	8.63749	35.42105	divoced	7.41137	5.66345	6.31857	1.08510
1040	10.65538	430-47-8528	59.29170	7.92734	Michael Holloway	6.67875	1.00000	38.12823	22.55123	no	8.52728	91.63371	single	6.99786	6.19439	6.82905	0.62744
1041	7.03880	419-20-6703	48.54723	8.01310	Jennifer Johnston	7.75275	0.00000	45.84575	54.64604	yes	7.59985	85.57890	nop	5.60996	5.45050	7.46847	0.45409
1042	8.35834	194-47-1770	64.32079	8.92271	Crystal Smith	6.30046	0.00000	45.84541	44.26047	no	8.01508	47.09693	married	8.00527	7.04958	7.58165	1.58604
1043	8.94307	381-08-1046	33.86778	7.61321	Jamie Maldonado	6.67860	1.00000	47.98522	17.06644	N	8.61793	15.59435	married	8.29119	8.26304	7.77235	1.59332
1044	7.21914	555-42-2138	52.97160	6.59834	Joseph Kim	6.08019	1.00000	47.87774	80.91362	no	5.63288	104.88809	single	6.83405	7.50138	6.65123	0.87132
1045	9.62055	179-39-9773	48.38638	6.74789	Edward Henry	6.31502	1.00000	41.23815	27.46852	no	8.35028	95.95881	widowed	6.90536	7.55152	6.53928	0.68975
1046	8.99560	082-75-8312	40.01181	7.29083	Maria Fox	6.50882	1.00000	39.12327	21.06540	Y	8.64087	92.39677	divoced	9.13975	7.66726	4.71924	3.72586
1047	8.47833	660-24-5359	46.61399	8.00255	Ashley Mccarty	6.94458	0.00000	47.72844	21.99768	yes	8.66732	80.16376	nop	7.37459	8.33555	7.04250	1.21311
1048	5.28820	743-43-6678	43.19915	9.48295	Timothy Chapman	7.48679	1.00000	72.01255	84.66687	yes	6.64369	47.21229	single	5.89615	6.27438	7.91501	0.49321
1049	7.60497	694-53-9511	42.94482		Cynthia Gordon	5.27875	1.00000	51.01236	15.22289	no	9.12175	84.31393	divoced	9.36251	8.71944	7.30801	4.41881
1050	5.50710	295-15-3463	44.46432	5.60687	Eric Ramirez	6.00901	1.00000	50.59858	77.10589	no		30.07697	married	4.76557	7.63738	7.08620	0.70023
1051	8.49114	439-57-6807	49.34708	8.10618	Tyler White	5.93993	1.00000	37.48091	19.70562	yes	8.73450	48.20124	single	8.18839	7.03592	7.80022	1.53816
1052	9.68327	103-49-8019	42.24775	7.22998	Elizabeth Beck	6.39586	0.00000	47.16532	11.78413	no	9.51054	75.41095	divoced	4.34579	6.69814	5.51574	0.49076
1053	9.13749	768-15-8688	35.80944	9.31287	Tracey Henderson	4.97580	0.00000	55.40679	17.37558	no	8.64705	43.00828	married	6.69382	8.39314	7.17166	0.70027
1054	6.18324	427-99-0964	34.04947	7.70334	Michelle Francis	6.89571	0.00000	58.10514	87.81807	Y	5.80420	26.60105	widowed	5.73171	7.32457	4.93844	0.70099
1055	7.54256	770-32-9718	63.26108	4.24391	Travis Wyatt MD	6.04214	1.00000	38.87019	43.88595	Y	7.97122	81.58204	widowed	7.83398	8.74753	6.94034	1.03010
1056	8.39206	751-05-2324	52.57850	8.76662	Mrs. Rebekah Taylor MD	7.61438	1.00000	84.27730	35.50545	no	8.31808	45.56097	separated	9.10333	5.42940	7.54576	3.23975
1057	4.58680	818-04-4561	68.13191	5.52984	Jo Nelson	7.40246	1.00000	65.87932	64.03084	N	4.97818	47.60354	widowed	4.53545	7.48371	4.97058	0.63488
1058	7.28582	233-13-7901	56.25319	8.73569	Eric Walters	6.23836	1.00000	44.46943	70.11967	no	7.29809	16.29049	nop	9.87603	6.12610	7.28153	7.08996
1059	7.97667	468-63-2853	25.52092	7.93300	Laurie Allen	7.19939	1.00000	45.21194	32.23804	no	8.26912	90.45785	divoced	9.56956	7.41512	6.47240	5.11098
1060	7.83424	393-59-5419	52.14677	9.40021	Eric Cohen DDS	7.26129	1.00000	73.58153	32.55462	no	8.07170	79.30396	single	10.54685	7.20987	9.91434	13.07845
1061	5.22883	687-18-5033	51.20678	10.52341	Richard Holmes	6.73314	0.00000	28.00982	68.54987	no	7.14916	114.85484	divoced	4.85389	6.53726	5.42993	0.76131
1062	6.11429	275-44-2686	44.61822	8.26215	Ashley Gill	8.06004	1.00000	30.27985	35.83667	no	4.29917	71.82083	single	6.31947	7.52115	5.36536	0.68337
1063	6.17125	032-72-8025	44.10107	9.00960	Timothy Reed	7.04585	0.00000	33.14279	68.81720	no	5.32310	72.30419	married	6.36035	7.45138	9.46076	0.56822
1064	7.59307	754-31-3978	49.55472	6.00337	Jonathan Taylor	7.05649	0.00000	55.39133	8.63020	no	3.17083	63.87518	divoced	7.76094	7.48902	5.98701	1.08334
1065	4.46286	103-65-1554	59.56541	9.44095	Steven Crane	6.71146	0.00000	72.54400	30.82168	N	8.25910	103.65020	widowed	4.73765	7.39902	8.81486	0.40463
1066	4.95408	081-38-3016	70.58385	5.45923	Guy Gonzalez	6.29751	1.00000	64.99535	69.86943	Y	7.17118	135.69410	married	6.58449	4.98526	6.33033	0.75762
1067	10.16685	691-39-7819	55.61494	6.26478	Evan Manning	5.27979	1.00000	77.94552	74.08228	no	5.48768	100.19958	married	7.89714	4.80494	6.31924	1.45464
1068	4.74602	372-44-3740	52.71739	9.19302	Eric Sullivan	7.24560	1.00000	48.85351	52.41750	no	4.60060	30.38849	divoced	5.99424	8.10002	7.25930	0.57165
1069	6.17388	686-70-3696	50.32400	9.38105	Cindy Sanchez	7.06791	0.00000	53.65770	58.63038	Y	5.00923	13.26092	divoced	7.03256	6.58843	7.65462	0.82575
1070	7.60137	608-12-5757	56.35984	8.10479	Chad Williams	6.72918	1.00000	31.59329	38.62280	N	8.25193	36.34981	married	10.02777	5.42871	6.87527	8.03117
1071	6.03339	747-41-1368	56.89762	4.54645	Christopher Lopez	7.26852	1.00000	51.41456	86.08455	yes	6.63645	92.05803	divoced	5.41808	6.67943	7.73405	0.38516
1072	8.44665	289-63-9056	29.50499	9.89411	Melissa Flores	7.21527	0.00000	65.24506	16.88630	no	9.70813	147.15659	nop	4.34849	7.00710	5.10074	0.77849
1073	6.85815	078-47-1795	34.40994	7.03608	Scott Torres	7.77579	1.00000	75.30418	25.12031	no	4.19957	41.08519	divoced	5.29154	7.65898	8.05246	0.99461
1074	7.34665	088-89-7415	52.75264	7.38075	Maurice Williams	5.37196	0.00000	66.67959	13.35678	Y	3.40460	130.43953	divoced	7.77119	5.59609	6.46081	1.08984
1075	2.11295	833-63-7511	71.28328	8.38793	Scott Wagner	7.12375	1.00000	64.49346	36.59929	no	4.25962	19.08763	divoced	3.74987	6.10701	6.79322	0.58148
1076	9.73202	678-50-8168	50.88906	5.79350	Amanda Burgess	6.72525	1.00000	40.05565	18.79029	yes	8.95048	36.87515	married	8.59434	5.69890	7.39235	2.05218
1077	8.53103	693-02-7635	56.73459	8.48718	Danielle Chavez	7.79975	0.00000	49.99762	10.12988	no	9.11688	12.92938	separated	6.73977	8.24101	7.94491	0.90554
1078	8.58322	556-72-8020	43.95903	8.24921	Susan Aguirre	6.81657	1.00000	68.14891	53.28894	no	7.59359	78.83558	divoced	5.61528	8.42426	5.77480	0.50575
1079	7.89617	092-40-1639	34.14253	10.87989	Terry Lane	5.82495	1.00000	36.91097	36.08247	no	8.07151	38.13362	divoced	9.36946	5.12562	8.17916	4.40300
1080	6.09091	532-69-8166	17.29918	4.39047	Crystal Garcia	6.44668	1.00000	53.30814	61.68151	no	7.48366	67.11688	married	6.51758	6.64640	5.96891	0.73164
1081	8.44188	664-03-8711	48.00057	8.87485	Mark Mendez	7.24583	1.00000	70.97278	74.50650	N	7.19389	108.22246	married	7.91288		7.66447	1.16462
1082	5.76479	845-55-1734	50.67952	7.53491	Alexandra Humphrey	7.02064	1.00000	51.65972	85.53477	N	5.56146	42.20108	married	6.48487	7.09148	8.06702	0.74252
